"","CYFZ_PBMC","FY2H_PBMC","FLWA_PBMC","453W_PBMC","684C_PBMC","CZJE_PBMC","DZQV_PBMC","925L_PBMC","9JD4_PBMC","G4YW_PBMC","4DUY_PBMC","36TS_PBMC","CR3L_PBMC"
"SLC25A36P1",0.376783,0,0,0.362274,0,1.24891,0,0,0,1.0111,0.466523,0,0
"SLC25A37",267.6034,244.9384,107.0615,148.1613,71.44954,126.2379,129.4236,162.8106,227.4199,94.01637,269.9905,139.7399,192.1298
"SLC25A38",40.20466,28.14107,32.82582,42.08045,39.46439,38.3888,37.507,33.04578,44.12831,43.72298,45.11015,39.837,40.29817
"SLC25A39",419.9916,493.7441,217.8012,411.4314,157.2045,210.4097,337.5147,312.5423,295.4365,127.7386,400.4835,293.8788,251.4373
"SLC25A39P1",0,0,0,0,0,1.08355,0,0.536431,0,0,0.263969,0,0.420772
"SLC25A39P2",0,0,1.04934,0,0,0,0,2.19458,0,0,0,0,0
"SLC25A3P2",0,0,0,0,0,0,0,0,0,0.373542,0,0.127281,0
"SLC25A4",14.10813,10.08585,16.69562,23.48317,16.26566,16.9604,12.86058,10.14135,14.74041,11.63666,11.4063,4.449553,10.1864
"SLC25A40",17.92469,21.35005,23.68029,19.51194,20.38589,21.0432,29.17178,23.81428,19.75319,23.98499,30.73749,23.46107,17.47726
"SLC25A41",0.131991,0.0641935,0.0618892,0.126138,0.0629701,0,0,0.0649181,0.0619091,0.17532,0.315633,0.0612825,0
"SLC25A42",6.649439,3.27739,5.63904,8.97484,6.261568,6.42557,5.792722,7.403409,6.318607,6.94678,5.806334,7.2161,6.510431
"SLC25A43",5.346734,7.591002,8.42097,5.531124,2.29394,7.41822,4.652285,9.2432,9.635401,8.67212,9.103996,3.3006,6.15916
"SLC25A44",28.76584,52.92644,39.77551,41.65187,35.52435,29.02963,22.86928,29.45039,33.46678,29.26913,35.31409,26.05985,33.4459
"SLC25A45",27.29923,22.40741,24.0053,23.15174,36.24549,27.80237,22.55736,34.46945,29.36255,27.84798,21.73094,21.28613,32.59506
"SLC25A46",41.86817,48.28642,36.21499,50.75062,44.54788,44.21326,32.89059,38.79673,41.63906,43.34213,49.15646,32.62759,51.96887
"SLC25A47",0.0681195,0.197426,0.0567131,0.115109,0,0.656407,0,0,0,0,0,0,0
"SLC25A47P1",0.472595,0,0.892662,0,0,0,0,3.7508,2.88005,2.10901,0.585723,0,1.245
"SLC25A48",0.0988723,0.106762,0,0.0949731,0.141817,0,0.0882693,0.0493379,0.0432824,0.0915286,0.180044,0,0
"SLC25A5",387.3331,492.6443,352.6922,383.9738,424.0522,459.548,324.5437,288.2754,262.4132,340.0567,362.8746,416.7407,375.676
"SLC25A5-AS1",0.714741,1.323672,1.775371,1.064545,0.5623217,3.926266,1.078724,3.811565,0.937685,2.960362,1.873,2.525451,2.163128
"SLC25A51",8.06796,4.611583,6.593991,8.871571,7.54469,7.753628,7.117288,7.47128,7.75212,7.47445,9.390765,7.004363,6.97216
"SLC25A51P4",5.19925,4.10159,5.64598,6.9736,7.49438,5.7269,3.131586,4.525,2.559713,3.3407,4.24411,3.494057,6.35842
"SLC25A52",0,0,0,0.0840598,0.167213,0.140632,0.0817708,0,0.0767708,0,0.101098,0,0
"SLC25A53",16.03336,16.30954,8.94234,12.49105,10.09409,9.706452,18.1518,24.75219,15.39716,22.17173,14.56031,13.62516,13.22856
"SLC25A53P1",0,0,0.866536,0,0,0,0,0.389814,0,0,0.640331,0.240033,0
"SLC25A5P1",0,0,0.596643,2.07523,0.152034,0.478109,0.963715,0,0.342522,2.62869,1.15323,0.743783,1.68204
"SLC25A5P2",0,0,0,0,0,0.121126,0,0,0,0,0,0.124917,0
"SLC25A5P3",0,0,0,0,0,0.23075,0,0.137188,0,0,0,0.127575,0
"SLC25A5P5",0,0,0,0.261565,0,0,0,0.134906,0.131439,0.121914,0,0,0
"SLC25A5P6",0,0,0.130031,0,0,0,0,0.136447,0,0,0,0,0
"SLC25A5P7",0,0.130361,0,0.260225,0,0,0,0,0.118314,0,0,0,0
"SLC25A5P8",0,0,0,0,0,0,0.120089,0.134004,0,0,0,0,0
"SLC25A6",158.8793,132.7175,134.4245,143.5461,139.6038,204.3342,177.1853,159.5225,170.1784,168.4167,177.2332,226.7968,142.1271
"SLC25A6P2",0,0,0,0,0,0.116927,0,0,0,0,0.171228,0,0
"SLC25A6P3",0,0,0,1.33462,0,0.811462,0.988431,1.65497,1.82098,0.498574,1.35988,2.54768,2.52846
"SLC26A1",2.002973,2.652546,0.103221,5.466696,0.7109506,0.941686,5.006086,1.446283,1.984546,13.77752,7.608077,1.813621,6.365068
"SLC26A10",0,0,0,0,0,0,0,0,1.472501,0,0,0.636662,0
"SLC26A11",10.99739,9.754306,10.94246,17.15289,17.92369,8.917487,9.079341,8.022435,14.49991,10.31047,11.86721,7.367514,8.979481
"SLC26A2",4.86816,2.51874,4.10728,3.779914,2.4038,2.33819,3.070049,5.58794,2.85858,5.470157,5.09566,3.06886,5.31791
"SLC26A3",0.274495,0,0,0.0659676,0.0365119,0.0319334,0.0682444,0.0340813,0,0.0684633,0.450854,0,0.845919
"SLC26A4",0.195659,0.179517,0.2822,0.123631,0.427365,0.403297,0.132833,0.963152,0.149897,0.112549,0.3225518,0.2495597,0.316923
"SLC26A4-AS1",4.552856,2.716097,1.266478,2.843163,0.4997158,3.400122,3.098074,3.548411,0.620924,1.126761,1.65993,3.554143,5.351702
"SLC26A5",0.104916,0,0,0.0738982,0.368798,0.386128,0,0.1658555,0,0.690654,0.923579,0.282144,0.0996594
"SLC26A6",24.78242,24.7819,18.26357,26.74672,28.04322,25.36463,24.59388,25.87023,25.74749,25.30143,30.50496,21.02169,19.5831
"SLC26A7",0,0,0,0,0,0.42458,0,0,0.262798,0.5719847,0,0,0
"SLC26A8",0.490387,0.2352817,1.60882,0.7518405,3.911371,0.921268,1.482971,1.627759,1.370996,1.405411,0.687924,2.080671,1.474832
"SLC26A9",0,0,0,0,0,0.197805,0,0,0,0,0,0,0
"SLC27A1",8.40176,12.44609,8.280965,14.91139,15.91052,12.4751,11.94863,14.65188,9.028015,9.067783,10.9042,13.73782,8.692569
"SLC27A2",0.5519807,1.885757,3.56269,0.830692,11.07849,1.11982,3.6113,6.17187,5.25842,1.166373,2.443083,3.218882,0.867147
"SLC27A3",9.048956,24.92823,29.47563,25.96616,18.66277,12.35094,23.92337,18.18124,38.09646,34.06241,21.95217,15.50874,26.11895
"SLC27A4",4.48782,4.58645,6.272797,7.87143,4.26315,2.627354,3.102119,4.26571,3.841,4.41274,3.41633,4.711,4.88558
"SLC27A5",6.392655,1.447757,2.868266,4.02838,4.665141,2.032082,5.483531,7.074818,6.116883,4.895771,2.869921,3.60533,2.39834
"SLC28A2",0.631203,0.3056356,0.735561,0.942101,0.541008,0.6094269,0.374185,1.281656,0.688936,0.696384,0.295307,0.712451,1.205
"SLC28A2-AS1",2.000018,3.411194,0.991516,0.655895,2.538905,1.523451,0.179863,1.602236,1.695393,0.931453,1.30555,1.68863,2.231801
"SLC28A3",0.193485,0.13101,0,0,0,0,0.574518,0.154206,0,1.912681,0.353711,0.409567,0.0501564
"SLC29A1",16.87675,16.48733,7.117443,12.96642,16.13317,11.52637,8.06432,4.495858,10.20123,13.70774,12.74202,14.09775,13.67143
"SLC29A2",3.844958,1.832226,2.523791,3.57077,2.508777,0.1117813,2.968067,4.205809,3.024409,2.39807,1.776455,1.681005,1.38048
"SLC29A3",12.4876,26.2906,13.4249,19.6609,24.27232,12.54394,11.8122,10.34672,14.91803,19.86279,18.58394,14.5964,18.0317
"SLC29A4",0.453232,0.41653,0.309785,0.505478,0.568533,0.253053,0.254389,0.747165,0.5477,0.342711,0.143482,0.315939,0.200018
"SLC2A1",31.62018,28.20307,35.67783,41.32796,37.45633,36.35687,50.4334,44.81241,36.9892,35.32848,47.53149,31.66154,49.86546
"SLC2A1-AS1",0.452265,0.416865,1.673932,0.300321,1.056808,0.869726,0.3586373,0.536818,0.05853,1.021296,0.23304,0.291977,1.488156
"SLC2A10",0.148784,0.234995,0.0413521,0.509543,0.0416502,0,0.750236,0.243919,0.152722,0.177958,0.0264202,0.160648,0.421247
"SLC2A11",10.64401,6.431405,8.324313,10.87662,4.602285,10.42865,9.992551,7.662344,11.31852,7.609618,8.584001,5.018475,11.79872
"SLC2A12",0.1649,0.169727,0,0.593038,0.468681,0.184785,0,0,0,0,0.292916,0.10778,0
"SLC2A13",2.61277,1.533077,3.437134,0.96358,2.455116,1.054614,1.119685,3.450269,1.23792,1.924259,0.928053,6.387698,6.599047
"SLC2A13P1",0,0,0,0,0,0,0,0,0.688327,0,0,0,0
"SLC2A14",0.544835,1.223335,1.259545,0.6801597,0.601234,1.443665,0.0317597,0.4166618,0.252827,0,0.940815,0.134528,4.790449
"SLC2A3",114.2866,181.9287,179.0979,395.9498,150.7429,254.6445,81.92794,67.23688,91.1624,61.45881,60.08397,243.2902,291.1733
"SLC2A3P1",0,0,0,0,0,1.43886,0,0,0,0,0.836377,0,0.197235
"SLC2A3P2",0,0,0,0,0,0.121943,0,0.361153,0,0,0.177244,0,0
"SLC2A3P4",0.146182,0,0.903398,0.140292,0,0,0,0.145046,0.064027,0.495608,0.802671,0,0
"SLC2A4",0.199578,1.17389,0.658278,0.733156,0.756216,0.903717,0.799889,0.506486,0.127913,0.442003,0.298495,0.646667,0.703499
"SLC2A4RG",3.612737,3.523253,4.947373,6.375403,5.302409,2.705365,1.886043,4.227689,7.229652,3.571777,3.651237,3.881441,5.616107
"SLC2A5",1.618182,0.242942,2.996626,1.786476,3.673462,0.6599276,3.940167,3.081592,0.717495,0.8384143,1.985901,1.84597,2.811138
"SLC2A6",51.74147,41.96499,28.34119,31.69388,45.2867,38.74602,35.82505,40.35073,30.32457,40.38538,50.29642,65.67514,25.65433
"SLC2A7",0,0,0,0,0,0,0.061657,0,0,0,0.168119,0,0
"SLC2A8",8.066308,6.268678,9.670231,6.948548,9.51417,5.359655,4.234378,9.662928,13.12816,5.105663,4.109213,11.42618,6.362312
"SLC2A9",13.95913,15.6922,19.17973,31.82101,18.87444,32.6897,17.28865,19.60039,12.60602,17.90545,21.62907,19.11746,19.18773
"SLC2A9-AS1",0,2.59568,0.364851,1.85603,0,0,0.338838,4.21951,0.336821,2.07199,1.91308,0,0
"SLC30A1",4.55354,3.3909,5.79897,5.25205,2.72524,2.11178,3.68042,4.43379,6.6481,8.39863,5.92584,2.59363,3.54085
"SLC30A10",0.0263446,0.0254784,0.1273615,0,0.0253246,0.0443301,0.0236914,0.131217,0,0.023752,0.0321188,0.0484876,0.0341564
"SLC30A2",0.42002,0.592734,0.315458,0.475234,0.791047,0.349144,0.663569,1.44429,0.334584,0.378238,0.560218,0.397144,0.805538
"SLC30A3",0.546522,0.111082,0.343342,0.11429,0.304249,0.141621,0.181468,0.380634,0.161823,0,0.125003,0.174337,0.119835
"SLC30A4",6.72838,5.35256,6.01694,9.49329,9.55784,6.886749,4.97074,8.32791,5.600752,5.913123,5.384318,4.62217,7.71506
"SLC30A5",20.84108,11.93038,35.79013,34.87207,24.49707,12.51444,13.60272,24.90909,28.28013,24.09006,26.3902,23.22616,26.33973
"SLC30A6",6.492339,6.429274,5.138394,7.568215,9.930969,4.191787,9.970182,14.59781,7.877045,12.46268,13.51276,4.187908,5.74196
"SLC30A6-DT",1.1691,1.98099,2.02899,2.67736,1.90406,1.52773,0.984511,3.23934,2.91118,1.55108,2.2675,0.597541,1.04159
"SLC30A7",25.24735,25.99799,23.59439,34.60566,26.63861,21.97011,19.94449,22.96155,20.29822,18.76553,24.7404,21.10555,29.00299
"SLC30A8",1.295397,0,0.5144116,1.44287,0.716936,0.5949062,2.760747,0.125813,0,0.7301039,0.0439992,0.7203742,0.659246
"SLC30A9",34.14912,35.52184,25.88979,34.03305,33.9656,24.0232,27.24744,30.19271,25.42099,24.19753,30.58364,24.23548,32.1356
"SLC31A1",17.44833,34.36099,26.2822,19.82858,17.53876,19.62554,13.66631,18.13568,11.34897,15.74843,16.03456,16.86346,18.3916
"SLC31A1P1",0,1.54448,0,0,0,0,0,0.527902,0,0,0,0,0
"SLC31A2",135.7843,312.9115,128.6503,168.1691,102.5877,131.1897,120.6788,72.00157,95.34931,103.9491,111.7203,131.5339,91.0104
"SLC32A1",0,0,0,0,0,0.323139,0,0,0,0,0,0.212173,0.0498547
"SLC33A1",27.48992,17.76646,29.98951,25.78042,41.17308,24.82449,34.23947,36.37254,28.76856,33.91004,43.26964,17.89264,25.16159
"SLC34A1",0,0,0.860498,0,0.193465,0,0.1892933,0,0.314568,0.3226113,0.3811765,0,0
"SLC34A2",1.070605,2.183762,0.6585736,2.435409,1.958246,0.8352088,1.56002,0.483166,0.5813857,0.6299065,0.48256,1.449525,0.8272911
"SLC35A1",89.62031,87.11345,92.99904,97.10404,96.7297,59.08234,65.18388,68.35564,62.28708,74.31125,77.70482,54.91145,65.8545
"SLC35A2",26.26821,15.03471,17.45816,23.55602,18.48722,22.93903,16.44087,22.33,22.04334,21.52265,21.50449,20.0792,20.67368
"SLC35A3",11.52928,19.6797,18.91923,17.63864,24.08344,16.9271,15.1739,12.01801,16.98706,12.53406,19.34294,13.7374,17.06796
"SLC35A4",117.9372,162.2866,148.0647,181.8638,140.5918,114.5065,109.1915,100.878,104.3091,98.27827,116.5479,89.94463,117.0908
"SLC35A5",43.46423,29.83059,44.9529,31.74469,45.90265,44.02074,40.13956,37.15052,40.85262,47.98652,67.04423,30.68373,36.16933
"SLC35B1",54.381,54.40483,64.64373,57.73813,73.08112,61.27381,74.97124,76.54856,56.24011,64.37986,78.2937,68.92935,64.6511
"SLC35B2",30.87872,20.37678,37.56101,23.69841,28.84136,36.0206,37.89433,31.79899,25.21744,34.67461,30.60333,33.11767,18.58676
"SLC35B3",14.2176,12.5556,13.1015,16.0708,18.6195,13.5362,13.146,14.4419,16.4032,13.9611,14.7584,11.1247,14.3433
"SLC35B4",30.97603,31.28372,26.23737,23.68556,12.9658,20.18892,17.98288,13.79463,19.45352,17.9096,21.45623,25.09552,18.21517
"SLC35C1",13.03373,22.51485,21.41453,15.42803,17.46346,12.94799,12.26195,18.02069,8.11521,17.30676,12.4474,9.84483,9.68645
"SLC35C2",58.4558,53.25987,68.207,92.93303,93.86923,81.27679,59.5557,78.10981,74.20878,70.48032,80.31342,60.4666,57.13766
"SLC35D1",5.04476,3.86382,8.93939,5.2309,8.36984,7.09754,7.82091,6.06878,6.0506,5.1491,9.3472,4.32022,6.6781
"SLC35D2",7.72482,4.437479,5.198531,1.7121,7.620141,4.35327,4.982297,5.046683,8.251556,15.43898,7.053703,2.963082,3.526911
"SLC35D3",0,0,0,1.46823,0.366108,0.106704,0,0.0842831,0.296861,0.0381327,0.413027,0.233576,0
"SLC35E1",12.72178,11.31985,14.58097,11.3803,12.79073,13.8305,13.8895,11.91612,15.88821,12.39213,14.75293,16.37968,17.33054
"SLC35E1P1",1.84463,0,0.672331,0,0.409612,0,1.3908,0.282332,0,0,0,0,0
"SLC35E2A",4.302816,3.552508,6.52245,5.09099,4.5563,5.348784,5.84673,8.50458,3.63858,4.808579,3.939128,4.01846,3.435168
"SLC35E2B",35.13981,20.48044,33.57986,31.08427,31.85609,21.58389,26.0143,32.73215,26.12881,24.77497,26.70533,17.4485,21.02721
"SLC35E3",24.51668,14.35447,19.01416,26.42563,30.90683,14.91222,16.08919,19.91852,15.33583,18.83119,22.73705,12.72141,20.33042
"SLC35E4",0.370484,1.10139,2.319149,1.24812,0.859287,0.466822,0.591618,0.585549,2.45413,1.08057,0.874709,0.65519,1.377665
"SLC35F1",0.0947496,0,0.0227166,0.115345,0.0667698,0.0815894,0.0207294,0.0763011,0.0591018,0.0200864,0,0.0410412,0.0600501
"SLC35F2",9.69667,4.10468,8.80766,9.58347,13.49905,9.75067,9.597128,9.76948,5.69914,6.21771,6.26452,7.18459,6.63678
"SLC35F3",0,0,0.371887,0,0.27364,0,0.0959191,0,0.468104,0.0641426,0.260396,0,0.738381
"SLC35F3-AS1",0,0,0,0,0,0,0,0,0,0,0.668917,0,0
"SLC35F4",0.0729456,0.352643,0.242588,0,0.457632,0.061339,0.0655458,0.145314,0.319929,0.2952793,0,0.268718,0.0473085
"SLC35F5",33.35451,26.81186,18.36187,27.52136,27.03581,17.85744,21.85082,24.28271,18.60441,17.21453,28.22244,25.29387,16.86574
"SLC35F6",42.7351,60.04782,45.18576,49.0058,59.75975,45.51182,31.62983,41.01948,36.13801,39.35348,37.28846,44.70506,37.0034
"SLC35G1",4.837176,3.570865,2.289866,0.8939646,5.726532,2.529488,2.389276,3.599232,3.743081,4.4193,4.06981,0.8723773,4.475025
"SLC35G2",1.349086,0.564215,0.847023,2.046249,2.22698,0.671213,1.003883,1.220264,1.001071,1.470491,0.3169519,0.109962,1.466127
"SLC35G3",0.059787,0,0.0549016,0.195742,0.195505,0.342166,0.0911417,0.0533052,0.0445236,0.0914989,0.311443,0,0.0659685
"SLC35G5",1.14172,0.24219,0.554103,1.16495,0.487296,0.213521,0.456164,0.369938,0,0,0.302736,0.0785205,0.108318
"SLC35G6",0.411987,0,0.341697,0.118322,0,0.0515534,0.319875,0.58567,0.0538263,0.221208,0,0.169409,0.0797162
"SLC36A1",6.304816,11.69375,5.714877,10.80664,8.009824,9.06349,6.517456,12.90956,6.713836,7.343704,7.51462,10.67626,8.385841
"SLC36A2",0.4461696,0.707773,0.3232237,0.5056068,0.339851,0.797932,0.4336092,0.581528,0.5487412,0.558516,0.206606,0.34957,0.640756
"SLC36A3",0.06182571,0.0866251,0.4109496,0.0604567,0.319646,0.0704978,0.164766,0.205492,0.116608,0.05867916,0.0336756,0,0.504584
"SLC36A4",20.16076,29.30495,34.73185,18.7181,9.051549,20.732,15.64474,15.27696,17.2131,22.57753,11.65064,27.57821,33.15172
"SLC37A1",13.49929,18.30908,19.59531,24.98904,19.79662,19.19179,23.70919,21.45951,15.26046,17.84568,17.07671,13.8354,20.86027
"SLC37A2",30.8371,36.21982,18.85337,27.29653,33.93151,16.95062,20.25867,27.30533,24.58554,35.30273,31.7184,26.15919,24.5089
"SLC37A3",24.52942,18.87022,24.57024,32.99246,20.90422,18.51146,30.50926,38.17489,16.20519,24.03556,28.34515,25.16084,27.17026
"SLC37A4",15.98819,7.098991,8.124458,10.14114,11.4563,12.87316,13.92997,14.60509,15.03439,10.12799,13.22302,6.040543,10.54073
"SLC38A1",116.1156,111.2346,135.0868,108.1604,128.752,149.9201,118.0224,124.3133,118.6646,116.9891,111.6384,84.35413,180.9856
"SLC38A10",19.32895,45.72407,44.58435,57.91496,36.60729,21.53933,34.29432,59.8407,44.73098,48.80922,38.26913,39.34744,55.73743
"SLC38A11",1.169325,5.484774,0.5295634,0,0.0246964,0.0216161,1.735282,4.355126,1.327126,1.756316,1.931859,0.743353,0.330139
"SLC38A2",102.9673,84.68758,89.54437,115.0162,107.608,182.3372,146.536,140.1041,159.0608,162.9057,153.8599,161.5797,133.2231
"SLC38A2-AS1",0,0,0,0.434707,0,0.3764,0,0.224618,0.197611,0,0,0.207426,0
"SLC38A3",0,0,0,0.243402,0.25721,1.42403,0,0,0.368314,0.301817,0,0.517445,1.04297
"SLC38A4",0.0721283,0,0,0,0.648132,0,0.443278,0.0359217,0,0.404256,0.413507,0.099552,0.219586
"SLC38A5",21.12324,29.38706,30.56917,16.52298,25.78862,13.76399,24.05638,19.90027,16.92403,21.38502,21.9839,14.58851,18.40492
"SLC38A6",22.41644,27.19606,20.73761,18.26606,18.9536,22.65891,21.62295,24.88229,26.69908,19.06816,17.19548,14.62754,22.57101
"SLC38A7",17.22864,10.39783,24.76129,19.33305,17.67505,15.9538,15.73676,17.50922,19.96778,12.72388,15.9688,18.39018,13.42236
"SLC38A9",21.59005,23.19061,16.55591,21.89213,27.56199,21.77432,25.49609,38.32383,28.20624,23.15594,38.11855,17.62964,25.6611
"SLC39A1",45.59976,67.06315,48.10338,49.96969,40.37735,46.21072,54.28487,47.19651,47.43478,49.76805,66.2856,51.41323,36.28681
"SLC39A10",15.73991,14.0118,13.01878,16.5089,12.08957,15.14427,10.29817,14.85152,12.4811,12.86428,12.53209,14.80641,14.13369
"SLC39A11",36.53328,63.48528,40.98438,42.95017,51.60854,34.71579,28.51232,33.71112,26.42575,35.79788,21.73303,31.64099,38.65774
"SLC39A12-AS1",2.12726,1.50436,1.37982,1.20012,2.14509,1.22059,1.07096,2.30917,1.41705,0.701235,1.07679,1.52739,1.95297
"SLC39A13",19.57426,19.95333,26.94576,20.47326,26.48896,16.47862,19.71951,26.90662,23.25371,24.50192,33.14625,19.2649,24.15275
"SLC39A14",3.717347,7.119618,5.403491,5.237034,5.37363,4.177695,6.900308,3.994626,4.989191,1.3999,4.119107,6.015874,3.807947
"SLC39A2",0,0,0,0,0,0,0,0.5226,0.137386,0,0,0,0
"SLC39A3",34.44569,36.67826,36.4873,31.82682,38.23163,30.72373,29.86097,33.04573,42.73954,36.11073,34.05606,38.52932,29.02819
"SLC39A4",6.911636,3.67366,7.587364,1.380646,5.630212,4.500241,4.48904,3.297066,7.107246,8.420179,6.874039,5.512423,3.744287
"SLC39A5",0.134416,0,0.261604,0,0,0.122097,0,0.365841,0,0,0,0,0
"SLC39A6",27.53725,16.81496,23.42217,38.25399,25.98065,33.0821,26.46966,22.39798,25.62893,20.45025,38.33893,26.89248,28.66568
"SLC39A7",29.30065,23.87296,30.5086,42.4903,33.82804,35.0287,28.17991,31.57844,32.218,31.47315,30.86166,33.17875,32.7857
"SLC39A8",9.809214,9.902335,11.28142,12.76923,10.11748,5.80762,5.310878,16.22388,11.97806,8.69997,9.50507,9.11466,22.18169
"SLC39A9",23.57075,29.87451,15.44358,21.93953,24.96015,21.17809,20.89999,23.96231,18.10753,23.40882,25.60119,19.90417,16.85963
"SLC3A1",2.104994,2.817525,0.130249,2.061207,2.83113,1.117688,0.8365,2.338235,1.843222,1.57106,0.8417378,0.3377014,3.080692
"SLC3A2",148.6779,214.4142,204.2204,247.8799,182.9622,197.7121,119.6464,87.39744,108.4993,115.8505,101.2996,169.7133,192.3288
"SLC40A1",61.64298,86.96229,103.407,70.95833,63.65472,58.36778,35.39064,55.70734,53.34626,51.84954,62.84768,49.56121,84.7395
"SLC41A1",6.143225,6.309048,7.006055,10.44085,7.22771,7.424436,7.31044,7.0093,4.218861,7.244396,6.802926,6.920891,9.31021
"SLC41A2",0.87043,0.649595,1.50159,1.01468,4.04533,1.87234,4.684609,2.291478,0.946719,1.56321,1.41274,1.42771,2.798112
"SLC41A3",21.57809,12.88236,10.71865,16.08234,20.18065,16.00237,20.08023,16.73321,17.49647,21.38314,19.73369,19.62058,9.279815
"SLC41A3-AS1",0,0,0.728227,0,0,0.681372,1.03652,0.408632,0,2.05245,1.02006,1.50679,0.541732
"SLC43A1",11.80523,13.5626,11.66197,9.657608,13.87367,8.740222,13.21084,10.63562,11.8013,11.69509,10.8633,10.48724,9.287696
"SLC43A2",30.24864,48.69442,43.59446,57.62553,52.56559,43.26676,33.28767,39.98192,38.30808,44.15324,48.66005,45.01777,50.21329
"SLC43A3",74.83327,83.51537,67.88746,76.98329,66.27548,58.42426,75.74703,68.73146,49.36043,61.4431,64.45619,63.07559,51.62822
"SLC44A1",3.477294,6.8819,11.21613,8.303223,6.943589,3.112252,6.081102,10.74226,11.60123,9.926564,14.77549,4.301571,8.221899
"SLC44A2",223.5436,231.6099,155.1814,260.662,162.6445,241.3793,221.5029,230.7385,172.9975,206.3694,237.0668,249.2131,275.5308
"SLC44A3",0,0.762211,0,0,0,1.130881,0.375074,0,0,0.8480071,0,0,1.01197
"SLC44A3-AS1",1.523338,0.6446471,3.026382,0.991797,0.7228453,0.987122,0.4319277,1.056892,0.5392606,1.446025,0.551809,1.812229,1.015739
"SLC44A4",0.207676,0.5859199,0.0795111,2.851173,0.0413514,1.879276,0.218747,0.122487,0,0.0721844,0.355729,1.965613,0.0537227
"SLC44A5",0.811374,0.551038,0.640714,2.357,0.733818,0.659941,0.435903,1.66062,0.482827,0.480231,0.637513,0.484862,0.941057
"SLC45A1",0.622403,0.160454,0.845661,0.745134,0.745381,0.697637,0.0745386,0.247963,0.873373,1.042915,0.797571,0.878072,0.2312513
"SLC45A2",0,0,0,0,0,0,0.099255,0,0,0,0,0.204291,0
"SLC45A3",2.424934,2.434419,6.080034,1.918307,4.87595,2.353686,1.458622,5.11491,1.443504,0.812631,3.413283,1.34528,1.369948
"SLC45A4",0.42966,0.51597,0.744195,0.646932,0.680687,1.242918,0.816542,1.16358,0.915665,0.874025,0.666006,0.548911,1.466616
"SLC46A1",9.9233,5.187765,3.32851,7.29861,7.194987,4.939213,7.396703,3.253442,6.755534,5.382298,4.196874,6.871741,8.101432
"SLC46A2",18.75462,43.27673,29.21591,21.47163,44.75527,35.22219,23.25193,33.36349,35.62811,30.58214,29.79706,27.4753,15.6922
"SLC46A3",24.32008,44.95103,28.77847,36.40696,33.78474,24.13786,21.22478,23.93697,21.65104,31.90844,27.84106,15.7386,28.29777
"SLC47A1",1.630964,5.62413,2.89042,1.428581,2.989085,3.266737,2.540487,3.374326,1.83408,4.032246,2.556823,1.344535,1.770719
"SLC47A2",0.0937201,0.10568,0.211682,0.1288673,0.4794798,0.0263829,0.514721,0.2477687,0.3049156,0.0563227,0.0857323,0.2281447,0.0915592
"SLC48A1",11.50569,17.3096,18.31088,14.2606,21.2034,16.29661,12.3278,16.37034,15.72591,16.51841,12.7723,13.7231,20.6819
"SLC49A3",2.038871,3.894903,1.0769,2.010454,0,0.948041,2.176958,1.287977,2.196521,1.675255,2.528241,4.423862,0.277311
"SLC49A4",2.828715,2.077512,6.60843,4.52533,3.318226,2.89877,3.6035,6.87322,4.16692,3.97557,6.21746,10.2523,7.93217
"SLC4A1",16.04585,11.74384,5.00774,12.18405,1.257551,4.053088,5.63608,10.98886,15.72956,1.462328,11.92195,9.63098,4.177406
"SLC4A10",3.379784,4.146821,7.353381,6.31543,7.98907,10.19092,5.674087,3.156633,4.039135,6.412237,3.424413,1.786783,5.423935
"SLC4A11",0.0346233,0,0.9139841,0,0,0.1611409,0,0.0689741,0.0607363,0.156048,1.42493,0,0.367145
"SLC4A1AP",33.53942,42.22869,31.37444,50.09897,41.49414,33.89262,34.02835,29.39897,24.38678,31.30138,26.84241,24.40594,38.10942
"SLC4A2",11.93925,9.56361,29.30499,11.37239,12.16638,6.865663,10.98422,10.1319,10.40326,14.01599,12.61022,6.754499,8.65732
"SLC4A3",0.320036,0.1066686,0.803094,0.934153,0,0.7032845,0.4978686,0.560599,0.6384695,0,1.044712,0.5217795,0.486812
"SLC4A4",1.434739,0.134714,0.09665759,0.141557,0.362355,0.3090214,0.656927,1.863883,0.3794472,0.0917645,0.3427928,0.168904,0
"SLC4A5",2.975242,5.686328,2.791745,4.911385,1.792345,5.298589,2.444917,3.70605,4.231763,3.568948,3.662582,2.213436,6.39506
"SLC4A7",9.934711,10.82923,9.846451,10.19308,12.17845,12.18476,11.37409,20.78763,14.41589,11.44169,9.912177,8.591109,16.6993
"SLC4A8",5.857352,4.431023,2.935098,3.598319,8.090036,6.027585,6.729065,9.575999,3.999165,8.816715,7.774557,4.269925,4.057791
"SLC4A8-AS1",0,0,1.28606,0.653126,0.657744,1.12081,0,2.02163,0,0,0,0,2.6964
"SLC4A9",0,0,0,0,0,0.377655,0.17709,0.198422,0,0,0,0.183254,0
"SLC50A1",61.87486,57.99104,48.13512,63.57982,57.56296,57.72789,46.03951,48.26926,53.0515,43.51688,40.26086,51.0816,45.0937
"SLC51A",13.28266,9.005306,8.384419,13.63706,15.2917,13.92389,7.256702,7.709973,11.32908,9.75053,9.537391,7.456561,5.308297
